"","game_date","game_name","team_name","opp_team_name","team_venue","player_name","period","situation_type","event_type","event_successful","event_time","x_event","y_event","receiver_name","receiver_x","receiver_y","shot_type","goal","goal_predictions"
"11564","2/24/2018","2018-02-24 - Canada at Czech Republic","Olympic (Men) - Canada","Olympic (Men) - Czech Republic","away","Cody Goloubef",3,"5 on 5","Shot","f",857,132,65,"",NA,NA,"Wristshot",0,0.00323166941734192
"11566","2/24/2018","2018-02-24 - Canada at Czech Republic","Olympic (Men) - Canada","Olympic (Men) - Czech Republic","away","Andrew Ebbett",3,"5 on 5","Shot","t",851,182,42,"",NA,NA,"Deflection",1,0.182412557809636
"11582","2/24/2018","2018-02-24 - Canada at Czech Republic","Olympic (Men) - Czech Republic","Olympic (Men) - Canada","home","Jan Kovar",3,"6 on 5","Shot","t",806,163,47,"",NA,NA,"Snapshot",1,0.0373320369769645
"11593","2/24/2018","2018-02-24 - Canada at Czech Republic","Olympic (Men) - Czech Republic","Olympic (Men) - Canada","home","Jan Kovar",3,"5 on 5","Shot","f",766,157,53,"",NA,NA,"Wristshot",0,0.0126925679353919
"11603","2/24/2018","2018-02-24 - Canada at Czech Republic","Olympic (Men) - Czech Republic","Olympic (Men) - Canada","home","Tomas Kundratek",3,"5 on 5","Shot","f",739,170,67,"",NA,NA,"Wristshot",0,0.0271705798648514
"11618","2/24/2018","2018-02-24 - Canada at Czech Republic","Olympic (Men) - Czech Republic","Olympic (Men) - Canada","home","Jakub Nakladal",3,"5 on 5","Shot","f",708,147,64,"",NA,NA,"Slapshot",0,0.0170961326993699
"11620","2/24/2018","2018-02-24 - Canada at Czech Republic","Olympic (Men) - Czech Republic","Olympic (Men) - Canada","home","Jakub Nakladal",3,"5 on 5","Shot","f",704,135,63,"",NA,NA,"Wristshot",0,0.00380411347440218
"11622","2/24/2018","2018-02-24 - Canada at Czech Republic","Olympic (Men) - Czech Republic","Olympic (Men) - Canada","home","Martin Erat",3,"5 on 5","Shot","f",699,194,30,"",NA,NA,"Wristshot",0,0.0886198480807094
"11638","2/24/2018","2018-02-24 - Canada at Czech Republic","Olympic (Men) - Canada","Olympic (Men) - Czech Republic","away","Chris Kelly",3,"5 on 5","Shot","f",634,175,69,"",NA,NA,"Wristshot",0,0.0359291896835373
"11644","2/24/2018","2018-02-24 - Canada at Czech Republic","Olympic (Men) - Canada","Olympic (Men) - Czech Republic","away","Chris Kelly",3,"5 on 5","Shot","t",624,153,52,"",NA,NA,"Wristshot",1,0.010121036479165
"11654","2/24/2018","2018-02-24 - Canada at Czech Republic","Olympic (Men) - Czech Republic","Olympic (Men) - Canada","home","Jakub Nakladal",3,"5 on 5","Shot","f",592,131,64,"",NA,NA,"Snapshot",0,0.00663789423257532
"11655","2/24/2018","2018-02-24 - Canada at Czech Republic","Olympic (Men) - Czech Republic","Olympic (Men) - Canada","home","Roman Horak",3,"5 on 5","Shot","f",592,169,52,"",NA,NA,"Deflection",0,0.0992710484878963
"11658","2/24/2018","2018-02-24 - Canada at Czech Republic","Olympic (Men) - Czech Republic","Olympic (Men) - Canada","home","Michal Birner",3,"5 on 5","Shot","f",579,152,7,"",NA,NA,"Wristshot",0,0.00839317594763159
"11666","2/24/2018","2018-02-24 - Canada at Czech Republic","Olympic (Men) - Czech Republic","Olympic (Men) - Canada","home","Vojtek Mozik",3,"5 on 5","Shot","f",554,172,82,"",NA,NA,"Wristshot",0,0.0316485609361848
"11667","2/24/2018","2018-02-24 - Canada at Czech Republic","Olympic (Men) - Czech Republic","Olympic (Men) - Canada","home","Martin Erat",3,"5 on 5","Shot","f",553,149,49,"",NA,NA,"Snapshot",0,0.0173753039065125
"11672","2/24/2018","2018-02-24 - Canada at Czech Republic","Olympic (Men) - Czech Republic","Olympic (Men) - Canada","home","Vojtek Mozik",3,"5 on 5","Shot","f",535,153,82,"",NA,NA,"Slapshot",0,0.0250967449091671
"11700","2/24/2018","2018-02-24 - Canada at Czech Republic","Olympic (Men) - Czech Republic","Olympic (Men) - Canada","home","Michal Jordan",3,"5 on 5","Shot","f",436,150,10,"",NA,NA,"Wristshot",0,0.00756890829273238
"11717","2/24/2018","2018-02-24 - Canada at Czech Republic","Olympic (Men) - Czech Republic","Olympic (Men) - Canada","home","Roman Cervenka",3,"5 on 5","Shot","f",384,154,13,"",NA,NA,"Wristshot",0,0.00955375449991532
"11750","2/24/2018","2018-02-24 - Canada at Czech Republic","Olympic (Men) - Canada","Olympic (Men) - Czech Republic","away","Andrew Ebbett",3,"5 on 5","Shot","f",282,170,38,"",NA,NA,"Snapshot",0,0.0531139663267196
"11751","2/24/2018","2018-02-24 - Canada at Czech Republic","Olympic (Men) - Canada","Olympic (Men) - Czech Republic","away","Andrew Ebbett",3,"5 on 5","Shot","f",281,191,33,"",NA,NA,"Snapshot",0,0.153339750852856
"11752","2/24/2018","2018-02-24 - Canada at Czech Republic","Olympic (Men) - Canada","Olympic (Men) - Czech Republic","away","Wojtek Wolski",3,"5 on 5","Shot","f",280,182,34,"",NA,NA,"Snapshot",0,0.0984707229361948
"11753","2/24/2018","2018-02-24 - Canada at Czech Republic","Olympic (Men) - Canada","Olympic (Men) - Czech Republic","away","Wojtek Wolski",3,"5 on 5","Shot","f",279,182,43,"",NA,NA,"Wristshot",0,0.0487753794418159
"11754","2/24/2018","2018-02-24 - Canada at Czech Republic","Olympic (Men) - Canada","Olympic (Men) - Czech Republic","away","Quinton Howden",3,"5 on 5","Shot","f",278,185,45,"",NA,NA,"Snapshot",0,0.117905248939274
"11755","2/24/2018","2018-02-24 - Canada at Czech Republic","Olympic (Men) - Canada","Olympic (Men) - Czech Republic","away","Wojtek Wolski",3,"5 on 5","Shot","t",278,185,47,"",NA,NA,"Wristshot",1,0.0579100874883793
"11765","2/24/2018","2018-02-24 - Canada at Czech Republic","Olympic (Men) - Czech Republic","Olympic (Men) - Canada","home","Dominik Kubalik",3,"5 on 5","Shot","f",261,177,14,"",NA,NA,"Snapshot",0,0.0720402694931268
"11777","2/24/2018","2018-02-24 - Canada at Czech Republic","Olympic (Men) - Czech Republic","Olympic (Men) - Canada","home","Jakub Nakladal",3,"5 on 5","Shot","f",217,165,64,"",NA,NA,"Snapshot",0,0.0436550588233706
"11778","2/24/2018","2018-02-24 - Canada at Czech Republic","Olympic (Men) - Czech Republic","Olympic (Men) - Canada","home","Roman Cervenka",3,"5 on 5","Shot","t",216,187,37,"",NA,NA,"Deflection",1,0.225791833342245
"11791","2/24/2018","2018-02-24 - Canada at Czech Republic","Olympic (Men) - Czech Republic","Olympic (Men) - Canada","home","Adam Polasek",3,"6 on 4","Shot","f",173,130,55,"",NA,NA,"Slapshot",0,0.00643917534327365
"11801","2/24/2018","2018-02-24 - Canada at Czech Republic","Olympic (Men) - Czech Republic","Olympic (Men) - Canada","home","Vojtek Mozik",3,"6 on 4","Shot","f",144,138,21,"",NA,NA,"Wristshot",0,0.00398226358171862
"11807","2/24/2018","2018-02-24 - Canada at Czech Republic","Olympic (Men) - Czech Republic","Olympic (Men) - Canada","home","Vojtek Mozik",3,"6 on 4","Shot","f",135,149,58,"",NA,NA,"Slapshot",0,0.0187748005746178
"11808","2/24/2018","2018-02-24 - Canada at Czech Republic","Olympic (Men) - Czech Republic","Olympic (Men) - Canada","home","Vojtek Mozik",3,"6 on 4","Shot","f",131,162,63,"",NA,NA,"Slapshot",0,0.0389076046084949
"11809","2/24/2018","2018-02-24 - Canada at Czech Republic","Olympic (Men) - Czech Republic","Olympic (Men) - Canada","home","Adam Polasek",3,"6 on 4","Shot","f",130,148,23,"",NA,NA,"Slapshot",0,0.0160510549679903
"11811","2/24/2018","2018-02-24 - Canada at Czech Republic","Olympic (Men) - Czech Republic","Olympic (Men) - Canada","home","Roman Cervenka",3,"6 on 4","Shot","t",127,183,72,"",NA,NA,"Wristshot",1,0.0557945073038714
"11829","2/24/2018","2018-02-24 - Canada at Czech Republic","Olympic (Men) - Czech Republic","Olympic (Men) - Canada","home","Adam Polasek",3,"6 on 5","Shot","f",59,134,65,"",NA,NA,"Wristshot",0,0.00361698815440397
"11832","2/24/2018","2018-02-24 - Canada at Czech Republic","Olympic (Men) - Czech Republic","Olympic (Men) - Canada","home","Vojtek Mozik",3,"6 on 5","Shot","f",48,128,11,"",NA,NA,"Wristshot",0,0.00220132934860346
"11833","2/24/2018","2018-02-24 - Canada at Czech Republic","Olympic (Men) - Czech Republic","Olympic (Men) - Canada","home","Jan Kovar",3,"6 on 5","Shot","f",47,175,31,"",NA,NA,"Deflection",0,0.126965356966453
"11841","2/24/2018","2018-02-24 - Canada at Czech Republic","Olympic (Men) - Czech Republic","Olympic (Men) - Canada","home","Vojtek Mozik",3,"6 on 5","Shot","f",25,143,57,"",NA,NA,"Slapshot",0,0.0134091562121623
"11844","2/24/2018","2018-02-24 - Canada at Czech Republic","Olympic (Men) - Canada","Olympic (Men) - Czech Republic","away","Rob Klinkhammer",3,"5 on 6","Shot","f",9,11,66,"",NA,NA,"Wristshot",0,3.4856252798506e-06
"11846","2/24/2018","2018-02-24 - Canada at Czech Republic","Olympic (Men) - Czech Republic","Olympic (Men) - Canada","home","Vojtek Mozik",3,"6 on 5","Shot","f",5,143,12,"",NA,NA,"Slapshot",0,0.0117655523537933
"11847","2/24/2018","2018-02-24 - Canada at Czech Republic","Olympic (Men) - Czech Republic","Olympic (Men) - Canada","home","Martin Ruzicka",3,"6 on 5","Shot","f",3,181,21,"",NA,NA,"Snapshot",0,0.0903717334931682
"11856","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Renata Fast",1,"5 on 5","Shot","f",1179,126,67,"",NA,NA,"Wristshot",0,0.00231801740369496
"11860","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Kendall Coyne Schofield",1,"5 on 5","Shot","f",1166,177,27,"",NA,NA,"Wristshot",0,0.0355649061872475
"11883","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Renata Fast",1,"5 on 5","Shot","f",1071,142,75,"",NA,NA,"Wristshot",0,0.00584129639592785
"11888","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Haley Skarupa",1,"5 on 5","Shot","f",1040,183,38,"",NA,NA,"Wristshot",0,0.0507517686660492
"11890","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Hayley Scamurra",1,"5 on 5","Shot","f",1037,162,23,"",NA,NA,"Wristshot",0,0.0153726177636717
"11918","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Savannah Harmon",1,"5 on 5","Shot","f",909,178,21,"",NA,NA,"Wristshot",0,0.0369220550574253
"11920","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Megan Bozek",1,"5 on 5","Shot","f",903,131,65,"",NA,NA,"Wristshot",0,0.00305463987195728
"11925","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Laura Fortino",1,"5 on 5","Shot","f",887,150,55,"",NA,NA,"Wristshot",0,0.00863137703817042
"11936","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Laura Stacey",1,"5 on 5","Shot","f",850,174,72,"",NA,NA,"Wristshot",0,0.0343134793057588
"11950","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Ann-Sophie Bettez",1,"5 on 5","Shot","f",814,178,47,"",NA,NA,"Wristshot",0,0.0397412812319724
"11977","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Megan Bozek",1,"5 on 5","Shot","f",717,146,59,"",NA,NA,"Wristshot",0,0.00697814128742927
"11994","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Sarah Nurse",1,"5 on 5","Shot","f",652,164,35,"",NA,NA,"Wristshot",0,0.0177871412188871
"12002","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Amanda Pelkey",1,"5 on 4","Shot","f",616,152,20,"",NA,NA,"Wristshot",0,0.00871763714287432
"12003","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Brianna Decker",1,"5 on 4","Shot","f",615,182,40,"",NA,NA,"Deflection",0,0.181536427727795
"12024","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Brigette Lacquette",1,"4 on 5","Shot","f",539,137,19,"",NA,NA,"Wristshot",0,0.00374226474657722
"12026","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Brigette Lacquette",1,"4 on 5","Shot","f",531,133,14,"",NA,NA,"Slapshot",0,0.0067596220634187
"12043","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Sidney Morin",1,"5 on 5","Shot","f",470,138,38,"",NA,NA,"Wristshot",0,0.00418569961640734
"12061","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Ann-Sophie Bettez",1,"5 on 5","Shot","f",401,166,29,"",NA,NA,"Wristshot",0,0.0195323108445879
"12074","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Halli Krzyzaniak",1,"5 on 5","Shot","f",354,149,26,"",NA,NA,"Wristshot",0,0.00749840308298314
"12077","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Dani Cameranesi",1,"5 on 5","Shot","f",344,180,44,"",NA,NA,"Deflection",0,0.166973436932948
"12080","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Blayre Turnbull",1,"5 on 5","Shot","f",335,185,44,"",NA,NA,"Wristshot",0,0.0574303151410573
"12083","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Blayre Turnbull",1,"5 on 5","Shot","f",326,144,38,"",NA,NA,"Wristshot",0,0.0058654198553303
"12084","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Laura Stacey",1,"5 on 5","Shot","f",325,181,33,"",NA,NA,"Wristshot",0,0.0449390781421709
"12088","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Laura Stacey",1,"5 on 5","Shot","f",316,185,52,"",NA,NA,"Wristshot",0,0.0587180754723114
"12092","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Laura Stacey",1,"5 on 5","Shot","f",303,140,31,"",NA,NA,"Wristshot",0,0.00458916656345457
"12095","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Megan Bozek",1,"5 on 5","Shot","f",282,150,63,"",NA,NA,"Slapshot",0,0.0201329791770961
"12122","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Ann-Sophie Bettez",1,"5 on 5","Shot","f",188,154,18,"",NA,NA,"Wristshot",0,0.00969399532288988
"12135","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Lee Stecklein",1,"5 on 5","Shot","f",144,139,50,"",NA,NA,"Wristshot",0,0.00458642020081211
"12150","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Brianne Jenner",1,"5 on 5","Shot","f",104,175,67,"",NA,NA,"Wristshot",0,0.035725877952249
"12188","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Sidney Morin",2,"4 on 4","Shot","f",1184,150,80,"",NA,NA,"Snapshot",0,0.020086121436886
"12193","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Marie-Philip Poulin",2,"4 on 4","Shot","f",1174,158,39,"",NA,NA,"Wristshot",0,0.0128859320045882
"12209","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Hilary Knight",2,"5 on 5","Shot","f",1135,138,41,"",NA,NA,"Snapshot",0,0.00919022706935455
"12221","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Blayre Turnbull",2,"5 on 5","Shot","f",1109,186,54,"",NA,NA,"Wristshot",0,0.0622634344644229
"12223","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Brigette Lacquette",2,"5 on 5","Shot","f",1104,134,74,"",NA,NA,"Wristshot",0,0.00371370443272125
"12248","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Hayley Scamurra",2,"5 on 5","Shot","f",1032,148,38,"",NA,NA,"Slapshot",0,0.0167633098633535
"12249","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Hayley Scamurra",2,"5 on 5","Shot","f",1030,160,24,"",NA,NA,"Wristshot",0,0.0137922243260921
"12251","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Hayley Scamurra",2,"5 on 5","Shot","f",1027,174,46,"",NA,NA,"Wristshot",0,0.0318665207560094
"12272","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Rebecca Leslie",2,"5 on 5","Shot","f",938,171,33,"",NA,NA,"Snapshot",0,0.0552559439335146
"12303","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Jocelyne Larocque",2,"5 on 5","Shot","f",829,157,5,"",NA,NA,"Wristshot",0,0.0110390087815339
"12308","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Haley Skarupa",2,"5 on 5","Shot","f",817,177,75,"",NA,NA,"Snapshot",0,0.085001634806302
"12318","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Amanda Pelkey",2,"5 on 5","Shot","f",792,173,67,"",NA,NA,"Wristshot",0,0.0320299487674803
"12333","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Alex Carpenter",2,"5 on 5","Shot","f",760,164,66,"",NA,NA,"Snapshot",0,0.0415894935561492
"12334","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Amanda Kessel",2,"5 on 5","Shot","f",758,164,34,"",NA,NA,"Snapshot",0,0.0379937794629616
"12340","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Dani Cameranesi",2,"5 on 5","Shot","f",733,170,51,"",NA,NA,"Snapshot",0,0.0550712188795487
"12350","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Laura Fortino",2,"5 on 5","Shot","f",693,171,13,"",NA,NA,"Wristshot",0,0.0245911310344289
"12361","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Victoria Bach",2,"5 on 5","Shot","f",660,151,49,"",NA,NA,"Wristshot",0,0.00897030791811781
"12369","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Lee Stecklein",2,"5 on 5","Shot","f",625,133,39,"",NA,NA,"Wristshot",0,0.00316788624588026
"12373","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Rebecca Johnston",2,"5 on 5","Shot","f",612,156,55,"",NA,NA,"Snapshot",0,0.0260354108627155
"12376","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Brigette Lacquette",2,"5 on 5","Shot","f",608,136,43,"",NA,NA,"Slapshot",0,0.00870495258701568
"12385","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Brianne Jenner",2,"5 on 5","Shot","f",572,159,25,"",NA,NA,"Wristshot",0,0.0130822028327666
"12401","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Megan Bozek",2,"5 on 5","Shot","f",508,171,61,"",NA,NA,"Snapshot",0,0.0597183839677898
"12404","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Amanda Kessel",2,"5 on 5","Shot","f",502,160,52,"",NA,NA,"Fan",0,5.55641025054107e-09
"12407","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Jillian Saulnier",2,"5 on 5","Shot","f",496,156,7,"",NA,NA,"Wristshot",0,0.0104997480873029
"12411","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Jillian Saulnier",2,"5 on 5","Shot","f",469,153,11,"",NA,NA,"Wristshot",0,0.00898100663293801
"12413","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Laura Fortino",2,"5 on 5","Shot","f",463,134,19,"",NA,NA,"Wristshot",0,0.00316050096957942
"12430","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Hannah Brandt",2,"5 on 5","Shot","f",409,164,29,"",NA,NA,"Wristshot",0,0.0174812748889073
"12498","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Marie-Philip Poulin",2,"5 on 4","Shot","f",172,168,64,"",NA,NA,"Snapshot",0,0.0513071344714858
"12508","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Kendall Coyne Schofield",2,"5 on 5","Shot","f",125,146,64,"",NA,NA,"Snapshot",0,0.0153589399821887
"12518","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Savannah Harmon",2,"5 on 5","Shot","f",104,148,16,"",NA,NA,"Snapshot",0,0.0149378751065983
"12519","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Hilary Knight",2,"5 on 5","Shot","t",102,183,48,"",NA,NA,"Snapshot",1,0.107491986043542
"12525","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Megan Bozek",2,"5 on 5","Shot","f",84,129,65,"",NA,NA,"Snapshot",0,0.00595005411703269
"12527","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Megan Bozek",2,"5 on 5","Shot","f",78,143,65,"",NA,NA,"Snapshot",0,0.0130326289093414
"12534","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Sarah Nurse",2,"5 on 5","Shot","f",58,165,24,"",NA,NA,"Snapshot",0,0.038996287828332
"12541","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Emily Pfalzer",2,"5 on 5","Shot","f",39,154,77,"",NA,NA,"Snapshot",0,0.0248385764587556
"12543","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Kendall Coyne Schofield",2,"5 on 5","Shot","f",34,148,8,"",NA,NA,"Snapshot",0,0.014595380939239
"12567","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Emily Pfalzer",3,"5 on 5","Shot","f",1141,138,75,"",NA,NA,"Snapshot",0,0.0101475213674013
"12578","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Brigette Lacquette",3,"5 on 5","Shot","f",1092,132,22,"",NA,NA,"Snapshot",0,0.00620988486345761
"12585","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Sidney Morin",3,"5 on 5","Shot","f",1069,133,61,"",NA,NA,"Snapshot",0,0.00736152486132238
"12606","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Amanda Kessel",3,"5 on 4","Shot","f",988,157,23,"",NA,NA,"Snapshot",0,0.0250974198986266
"12627","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Sarah Nurse",3,"4 on 4","Shot","f",923,150,21,"",NA,NA,"Snapshot",0,0.0169388544285214
"12635","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Natalie Spooner",3,"5 on 4","Shot","f",896,186,38,"",NA,NA,"Snapshot",0,0.121692106333953
"12636","2/12/2019","2019-02-12 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Brigette Lacquette",3,"5 on 4","Shot","f",892,147,45,"",NA,NA,"Snapshot",0,0.015368037372986
